date,location,latitude,longitude,T2M,T2M_MAX,T2M_MIN,RH2M,WS2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN,rolling_3d_temp,rolling_3d_rh,rolling_7d_temp,rolling_7d_rh,rolling_14d_temp,rolling_14d_rh,rolling_30d_temp,rolling_30d_rh,rain_sum_30d,rain_sum_7d,lag_1d_temp,lag_1d_rh,lag_3d_temp,lag_3d_rh,lag_7d_temp,lag_7d_rh,consecutive_dry_days,consecutive_wet_days,temp_trend_7d_slope,rh_trend_7d_slope,vpd,heat_index,day_sin,day_cos,risk_score,risk_level
2018-05-12,coimbatore,8.719943343449007,78.24669090675573,32.633710684904536,37.49558057504849,29.1389220796399,40.55563265216453,2.259799288574559,0.0,15.237692452467947,32.78022271394372,48.92257762395042,32.135447686393704,48.085387004919525,31.600847677594572,50.41793961152663,30.94877777316977,48.80738073953664,0.8948738775782645,0.0,33.59506729292106,47.755740891235384,32.015974964214905,51.39154058021522,32.12342205950594,59.636082949448806,55,0,0.28660415530506683,-0.3298518024592671,2.9292499843185187,34.66149231751276,0.7648913904341226,-0.6441592666722685,35.0,Medium
2018-05-16,coimbatore,8.719943343449007,78.24669090675573,32.877695438954625,36.06188846301995,30.25777615898842,52.39424912112302,2.3561156840198363,0.0,15.141136541525618,32.4806958118456,56.12881099537274,32.75836247974375,53.50492876945207,32.14398874226389,51.64050600649303,31.341121993661343,49.98954963902067,0.8948738775782645,0.0,31.969772289112605,56.19018799332897,33.525781780838315,59.380335528194905,32.015974964214905,51.39154058021522,59,0,-0.0354380414358814,0.6403188143465681,2.3782606109120388,35.497407895010774,0.7187918772884232,-0.6952253139408722,55.0,Medium
2018-05-22,coimbatore,8.719943343449007,78.24669090675573,33.21055623235257,38.052610856976735,30.40976835487161,59.61666066210694,3.954445664431109,0.0,12.898504539580173,32.086744598514656,57.37005664798493,31.94349957180159,52.344499303539884,32.28937956329126,52.853091997859714,31.586532415614048,50.761933879630796,0.0,0.0,31.541023960636533,54.964853916720074,30.135784084220017,47.3363236316053,31.969772289112605,56.19018799332897,65,0,-0.050459751644395555,1.4089220347057034,2.055456028812858,36.19138926545792,0.6433365204044917,-0.765583517007675,55.0,Medium
2018-05-23,coimbatore,8.719943343449007,78.24669090675573,32.32098527106269,35.189767963050926,27.664033556917754,64.80885702613486,1.761637279799171,1.4272647389927424,12.493101875249831,32.3575218213506,59.79679053498728,31.863969547817025,54.11801471854158,32.31116601378039,53.811471743996826,31.676819910043385,51.24530378147279,1.4272647389927424,1.4272647389927424,33.21055623235257,59.61666066210694,31.508653602554865,57.528655365127804,32.877695438954625,52.39424912112302,0,1,0.12344169715543914,2.7514960503527486,1.7038504433628727,35.561428122369435,0.6300720909843687,-0.7765366444428655,20.0,Low
2018-05-29,coimbatore,8.719943343449007,78.24669090675573,32.35689372237936,36.06814161281795,28.68989342191169,40.90261376678537,1.9105167904499427,0.0,22.223436328076826,32.78387925729107,54.51616932955269,32.31629810352733,54.11132579464462,32.129898837664456,53.227912549092245,31.9825348451536,52.47689250162412,4.539580420262597,4.539580420262597,34.803946338035644,73.07613121013162,32.05248688401119,50.91833897518316,33.21055623235257,59.61666066210694,1,0,0.22064396574601133,-0.6536672774289107,2.8671169399488585,34.40202441071863,0.5467112728685939,-0.8373211953118121,0.0,Low
2018-06-06,coimbatore,8.719943343449007,78.24669090675573,32.505209907363266,36.64758863393579,29.978501448222,62.516596821932126,1.4077724585008764,2.0780714427176035,15.722655604914326,32.23684531889352,53.65283063505405,32.158055855583996,50.297016547873795,32.177107236319024,51.30178663166617,32.20050555777464,52.14787930221217,6.6176518629802015,2.0780714427176035,31.190465974723057,43.53733784394211,31.80246701226441,46.48197349625811,31.480008865749795,52.175473471832305,0,1,0.10897387461671705,0.9540171039883055,1.8337681697954262,35.63103974845987,0.42667408318992467,-0.9044054548343001,20.0,Low
2018-06-09,coimbatore,8.719943343449007,78.24669090675573,31.939205135070374,34.05441924879912,29.393369168132683,53.6311245096913,1.2700852242682916,0.0,23.06695150520688,32.99124451791703,51.97582500850831,32.49810521752801,51.90970577527789,32.422269370033,51.695040880080846,32.323255629704576,52.30189109854518,6.6176518629802015,2.0780714427176035,32.53803201134568,42.57833152855726,32.505209907363266,62.516596821932126,33.53110597668464,38.37177712424011,3,0,0.09866388123331646,0.46341724150616165,2.1971729036009755,34.62076136055494,0.37945284372454435,-0.925211078289358,20.0,Low
2018-06-14,coimbatore,8.719943343449007,78.24669090675573,31.247233093612152,35.07493685115685,27.673081091420624,78.00434124131822,1.765010305789904,1.427857359687876,22.13898135484842,31.7012226507026,56.70060657625674,32.53549125385409,52.83745224574032,32.65334592715292,52.12487712888795,32.28833062554846,52.63418499005663,8.045509222668077,1.427857359687876,31.662122989707868,48.632791913284805,33.232724668771546,44.872018103645246,34.49649640733503,59.71801898727638,0,1,-0.25596636374360837,2.895256381075675,1.002169408955818,35.147450155678065,0.2985688173637202,-0.9543881083175908,20.0,Low
2018-06-19,coimbatore,8.719943343449007,78.24669090675573,33.88115650418688,38.781698756192895,31.545404459883926,69.77678923804473,1.6600903605943365,3.529161080395902,27.137887182314522,33.1905389980603,55.684560559693075,32.891007035605604,58.74715434892147,33.00555987554258,55.47783777265986,32.570823170758366,53.726283881453135,12.312713135913398,5.695061272933199,32.69840955752085,50.7720893816845,34.13676754841703,52.06608110651495,32.19431186878776,43.46468657416721,0,1,0.31900699215736833,-0.35717475671038207,1.597043766431565,37.36999596608912,0.21547731504673012,-0.976508846196619,0.0,Low
2018-06-20,coimbatore,8.719943343449007,78.24669090675573,30.87296443758345,34.52926009142786,26.12806893009178,74.0936254980293,2.03212271625199,0.06953454599208593,10.55352792040777,32.48417683309706,64.8808347059195,32.77827009958783,62.38441628959926,32.888970913415456,56.304768392381085,32.548554519989935,54.363909600830105,12.382247681905485,5.764595818925285,33.88115650418688,69.77678923804473,32.99205093247314,46.50480305935003,31.662122989707868,48.632791913284805,1,0,-0.07276672133039691,-0.15781891011120783,1.155476785302648,34.577645712484916,0.19864794288017112,-0.9800709131432666,0.0,Low
2018-06-23,coimbatore,8.719943343449007,78.24669090675573,33.61662075299772,38.48882351999761,29.057002106965406,56.41459411965549,1.7042802267212742,0.0,19.88187750986035,33.25127777149198,56.2467597596206,32.88548782089146,58.55536949371005,32.9446923248958,57.21996869619086,32.64798398359705,54.4143215588698,12.498613670068849,5.142326353544094,33.02372261855332,60.76955374908161,30.87296443758345,74.0936254980293,34.13676754841703,52.06608110651495,1,0,0.06273817937059598,1.1251301459925247,2.269387751067246,36.43735045898049,0.14782713347053048,-0.9890132145779883,20.0,Low
2018-06-25,coimbatore,8.719943343449007,78.24669090675573,32.37180070997393,35.9531128452688,27.53330253633282,50.23005996467997,2.321058061308375,0.0,20.965461656903884,33.232247640981576,58.517768248146204,32.94115377517046,61.67848637710272,32.79559150285952,58.333384458449416,32.707252863298336,54.798294823086245,13.14415074964805,5.787863433123295,33.70832145997307,68.90865066010318,33.02372261855332,60.76955374908161,32.69840955752085,50.7720893816845,3,0,0.05877776686476022,-2.2911312423719874,2.416624106199333,34.88330370820793,0.11371951458594969,-0.9935128947338007,0.0,Low
