report_id,district,soil_type_declared,area_acres,ph_mean,ph_range_low,ph_range_high,ph_confidence_pct,nitrogen_level,nitrogen_confidence_pct,potassium_level,potassium_confidence_pct,phosphorus_level,organic_carbon_level,organic_carbon_confidence_pct,overall_confidence_pct,elevation_m,terrain_slope_pct,report_type
2115,Thanjavur,Alluvial Clay,8.17,6.76,6.51,7.01,88.0,Medium,58.4,Medium,62.6,Not available (SoilGrids does not model phosphorus),Medium,30.5,59.9,697.4,3.4,preliminary
2116,Kovilpatti,Red Loam,5.43,6.92,6.67,7.17,90.3,Medium,61.0,Medium,59.8,Not available (SoilGrids does not model phosphorus),Medium,57.0,67.0,610.2,7.3,preliminary
2117,Trichy,Black Clay Loam,2.82,6.07,5.82,6.32,89.1,Medium,56.6,High,67.1,Not available (SoilGrids does not model phosphorus),Medium,30.3,60.8,344.2,3.9,preliminary
2118,Krishnagiri,Black Cotton Soil,2.65,7.03,6.78,7.28,84.5,Medium,67.2,Medium,62.4,Not available (SoilGrids does not model phosphorus),Medium,63.7,69.4,41.4,2.2,preliminary
2119,Coimbatore,Lateritic Hill Soil,0.91,6.08,5.83,6.33,88.8,Medium,62.7,Medium,66.4,Not available (SoilGrids does not model phosphorus),Low,53.9,68.0,316.9,0.3,preliminary
2120,Madurai,Alluvial Clay,1.57,7.22,6.97,7.47,88.0,Medium,73.8,Low,68.5,Not available (SoilGrids does not model phosphorus),Medium,30.8,65.3,201.7,1.7,preliminary
2121,Vellore,Red Sandy Loam,8.97,6.13,5.88,6.38,87.1,Medium,79.2,Medium,48.1,Not available (SoilGrids does not model phosphorus),Low,39.3,63.4,482.8,0.9,preliminary
2122,Coimbatore,Black Clay Loam,1.82,5.88,5.63,6.13,92.0,Medium,58.7,High,57.1,Not available (SoilGrids does not model phosphorus),Medium,60.5,67.1,605.2,0.8,preliminary
2123,Tirunelveli,Black Cotton Soil,5.9,6.8,6.55,7.05,92.0,Medium,62.7,Low,50.6,Not available (SoilGrids does not model phosphorus),Medium,42.0,61.8,729.8,7.0,preliminary
2124,Thanjavur,Coastal Alluvial,2.69,7.11,6.86,7.36,89.0,High,65.8,Low,58.3,Not available (SoilGrids does not model phosphorus),Medium,40.3,63.4,134.8,0.0,preliminary
2125,Thanjavur,Red Sandy Loam,9.7,6.06,5.81,6.31,86.4,Medium,67.0,Medium,59.2,Not available (SoilGrids does not model phosphorus),Medium,61.6,68.6,582.0,0.2,preliminary
2126,Coimbatore,Red Sandy Loam,4.38,5.7,5.45,5.95,86.7,Medium,63.3,High,45.0,Not available (SoilGrids does not model phosphorus),Medium,57.4,63.1,417.2,2.2,preliminary
2127,Nilgiris,Alluvial Clay,1.3,7.11,6.86,7.36,87.6,High,67.8,Medium,48.0,Not available (SoilGrids does not model phosphorus),High,30.5,58.5,133.0,0.3,preliminary
2128,Krishnagiri,Red Loam,9.99,6.75,6.5,7.0,88.8,Medium,59.9,High,52.3,Not available (SoilGrids does not model phosphorus),Medium,34.5,58.9,261.9,1.7,preliminary
2129,Vellore,Coastal Alluvial,6.27,6.92,6.67,7.17,87.0,Medium,67.6,Medium,32.4,Not available (SoilGrids does not model phosphorus),High,42.0,57.2,87.0,0.6,preliminary
2130,Madurai,Black Cotton Soil,8.72,7.42,7.17,7.67,87.5,Medium,76.6,Medium,37.6,Not available (SoilGrids does not model phosphorus),Medium,45.1,61.7,126.2,0.2,preliminary
2131,Tirunelveli,Red Loam,9.09,7.13,6.88,7.38,86.1,Medium,50.2,High,63.8,Not available (SoilGrids does not model phosphorus),High,42.1,60.6,173.7,0.0,preliminary
2132,Trichy,Lateritic Hill Soil,6.67,6.4,6.15,6.65,83.0,Medium,58.8,Medium,34.5,Not available (SoilGrids does not model phosphorus),Medium,53.1,57.4,795.2,1.8,preliminary
2133,Krishnagiri,Alluvial Clay,1.25,6.04,5.79,6.29,82.6,Medium,73.1,Medium,57.7,Not available (SoilGrids does not model phosphorus),Low,62.7,69.0,514.7,2.0,preliminary
2134,Krishnagiri,Black Clay Loam,3.36,6.55,6.3,6.8,87.9,Medium,55.5,Medium,50.7,Not available (SoilGrids does not model phosphorus),High,53.5,61.9,680.6,3.9,preliminary
2135,Madurai,Red Sandy Loam,5.28,6.46,6.21,6.71,87.2,Medium,61.8,Medium,54.3,Not available (SoilGrids does not model phosphorus),High,47.4,62.7,238.5,3.7,preliminary
2136,Krishnagiri,Black Clay Loam,9.69,6.91,6.66,7.16,90.0,High,63.8,Low,49.9,Not available (SoilGrids does not model phosphorus),High,62.8,66.6,200.9,1.7,preliminary
2137,Nilgiris,Black Clay Loam,3.84,6.79,6.54,7.04,86.2,Medium,77.2,Medium,62.2,Not available (SoilGrids does not model phosphorus),Medium,38.4,66.0,552.6,2.8,preliminary
2138,Trichy,Red Sandy Loam,4.59,6.85,6.6,7.1,88.5,Medium,58.5,Medium,47.5,Not available (SoilGrids does not model phosphorus),Medium,34.8,57.3,338.3,1.3,preliminary
2139,Trichy,Red Sandy Loam,1.53,7.39,7.14,7.64,89.2,Medium,61.9,Medium,49.0,Not available (SoilGrids does not model phosphorus),Medium,31.8,58.0,552.0,0.3,preliminary
2140,Nagapattinam,Alluvial Clay,9.14,7.15,6.9,7.4,88.3,Medium,52.5,Low,45.8,Not available (SoilGrids does not model phosphorus),Medium,39.8,56.6,148.9,6.7,preliminary
2141,Nagapattinam,Black Cotton Soil,3.66,6.87,6.62,7.12,88.4,Medium,57.1,Medium,59.3,Not available (SoilGrids does not model phosphorus),Medium,37.2,60.5,45.8,1.6,preliminary
2142,Nilgiris,Alluvial Clay,1.12,7.08,6.83,7.33,89.7,Medium,52.5,Medium,43.1,Not available (SoilGrids does not model phosphorus),Low,34.6,55.0,331.2,0.7,preliminary
2143,Coimbatore,Red Loam,3.53,6.09,5.84,6.34,87.5,Medium,58.6,Medium,60.0,Not available (SoilGrids does not model phosphorus),Medium,26.6,58.2,291.4,8.3,preliminary
2144,Trichy,Black Cotton Soil,6.01,7.47,7.22,7.72,87.6,Medium,55.3,Medium,46.7,Not available (SoilGrids does not model phosphorus),Medium,37.7,56.8,511.8,6.5,preliminary
2145,Krishnagiri,Red Sandy Loam,6.81,6.95,6.7,7.2,87.9,Medium,54.9,Low,42.8,Not available (SoilGrids does not model phosphorus),High,38.8,56.1,571.0,7.2,preliminary
2146,Tirunelveli,Black Cotton Soil,3.49,6.79,6.54,7.04,88.6,High,59.1,Medium,52.9,Not available (SoilGrids does not model phosphorus),Medium,57.4,64.5,670.5,3.7,preliminary
2147,Coimbatore,Alluvial Clay,1.54,7.3,7.05,7.55,88.8,High,59.8,Medium,55.4,Not available (SoilGrids does not model phosphorus),Low,31.2,58.8,797.7,0.7,preliminary
2148,Vellore,Red Sandy Loam,9.31,7.44,7.19,7.69,84.8,Medium,63.9,Medium,52.4,Not available (SoilGrids does not model phosphorus),High,45.2,61.6,262.8,0.0,preliminary
2149,Tirunelveli,Lateritic Hill Soil,8.13,6.91,6.66,7.16,88.8,Medium,46.7,Medium,51.2,Not available (SoilGrids does not model phosphorus),High,43.5,57.6,169.5,3.5,preliminary
2150,Trichy,Red Loam,0.86,5.7,5.45,5.95,84.3,Medium,43.4,Low,32.0,Not available (SoilGrids does not model phosphorus),Low,59.9,54.9,414.3,1.3,preliminary
2151,Thanjavur,Alluvial Clay,4.38,6.02,5.77,6.27,91.5,High,72.0,Medium,43.5,Not available (SoilGrids does not model phosphorus),Medium,56.2,65.8,326.5,10.7,preliminary
2152,Kovilpatti,Red Sandy Loam,4.4,6.83,6.58,7.08,89.4,High,74.3,Medium,56.3,Not available (SoilGrids does not model phosphorus),Medium,50.6,67.6,512.4,1.0,preliminary
2153,Nilgiris,Lateritic Hill Soil,5.86,5.85,5.6,6.1,85.5,Low,58.7,Medium,59.5,Not available (SoilGrids does not model phosphorus),Medium,47.5,62.8,463.1,0.2,preliminary
2154,Coimbatore,Alluvial Clay,4.93,6.9,6.65,7.15,87.4,High,65.6,Medium,58.6,Not available (SoilGrids does not model phosphorus),Low,60.0,67.9,618.4,7.3,preliminary
2155,Madurai,Red Sandy Loam,3.3,8.06,7.81,8.31,88.4,High,55.8,Medium,53.9,Not available (SoilGrids does not model phosphorus),High,43.1,60.3,125.2,4.6,preliminary
2156,Trichy,Red Loam,3.88,6.78,6.53,7.03,85.6,Low,51.2,Medium,40.7,Not available (SoilGrids does not model phosphorus),Low,53.4,57.7,127.9,7.8,preliminary
2157,Coimbatore,Lateritic Hill Soil,0.99,7.42,7.17,7.67,85.0,Medium,66.3,Medium,58.8,Not available (SoilGrids does not model phosphorus),Medium,47.9,64.5,272.4,1.0,preliminary
2158,Coimbatore,Alluvial Clay,2.13,6.53,6.28,6.78,90.1,Medium,61.3,Low,39.7,Not available (SoilGrids does not model phosphorus),Low,60.0,62.8,556.2,1.0,preliminary
2159,Kovilpatti,Red Loam,3.8,6.21,5.96,6.46,87.1,Medium,60.4,Medium,43.1,Not available (SoilGrids does not model phosphorus),High,43.7,58.6,250.2,0.2,preliminary
2160,Trichy,Red Sandy Loam,6.35,6.52,6.27,6.77,86.4,Medium,61.6,Medium,52.4,Not available (SoilGrids does not model phosphorus),Medium,40.9,60.3,410.2,1.0,preliminary
2161,Krishnagiri,Alluvial Clay,7.88,6.71,6.46,6.96,89.6,Medium,58.9,Low,44.4,Not available (SoilGrids does not model phosphorus),Medium,36.7,57.4,715.7,1.2,preliminary
2162,Kovilpatti,Black Cotton Soil,4.34,5.95,5.7,6.2,88.5,Medium,45.0,Medium,58.8,Not available (SoilGrids does not model phosphorus),Medium,40.1,58.1,797.4,1.2,preliminary
2163,Kovilpatti,Black Clay Loam,5.43,7.21,6.96,7.46,91.3,Medium,60.9,Low,58.6,Not available (SoilGrids does not model phosphorus),Medium,48.1,64.7,669.6,1.8,preliminary
2164,Krishnagiri,Coastal Alluvial,5.78,7.21,6.96,7.46,88.4,Medium,45.7,Low,41.3,Not available (SoilGrids does not model phosphorus),Low,39.9,53.8,409.1,4.7,preliminary
2165,Madurai,Black Cotton Soil,5.3,6.87,6.62,7.12,90.1,Medium,63.8,Medium,37.5,Not available (SoilGrids does not model phosphorus),Medium,29.3,55.2,266.5,0.8,preliminary
2166,Tirunelveli,Lateritic Hill Soil,8.12,7.52,7.27,7.77,86.3,Medium,60.7,High,57.9,Not available (SoilGrids does not model phosphorus),High,61.0,66.5,526.7,0.1,preliminary
2167,Thanjavur,Red Loam,7.43,6.32,6.07,6.57,85.6,Low,63.6,Medium,44.7,Not available (SoilGrids does not model phosphorus),Medium,33.2,56.8,647.0,8.7,preliminary
2168,Tirunelveli,Coastal Alluvial,0.7,5.96,5.71,6.21,85.4,Medium,63.4,Medium,42.1,Not available (SoilGrids does not model phosphorus),Medium,32.3,55.8,83.1,10.2,preliminary
2169,Trichy,Red Sandy Loam,5.47,6.76,6.51,7.01,92.7,Medium,61.2,Medium,53.1,Not available (SoilGrids does not model phosphorus),Low,68.6,68.9,154.2,1.9,preliminary
2170,Trichy,Coastal Alluvial,6.62,6.74,6.49,6.99,86.5,Medium,76.7,Low,59.1,Not available (SoilGrids does not model phosphorus),Low,55.9,69.6,583.7,1.0,preliminary
2171,Krishnagiri,Black Clay Loam,4.04,6.94,6.69,7.19,86.0,Medium,69.1,Medium,53.5,Not available (SoilGrids does not model phosphorus),Medium,36.8,61.4,190.6,0.3,preliminary
2172,Kovilpatti,Alluvial Clay,8.28,6.2,5.95,6.45,85.7,Medium,63.4,Medium,53.6,Not available (SoilGrids does not model phosphorus),Low,54.6,64.3,584.0,5.3,preliminary
2173,Tirunelveli,Alluvial Clay,7.19,6.24,5.99,6.49,91.6,Medium,62.1,Low,46.3,Not available (SoilGrids does not model phosphorus),High,48.2,62.0,701.6,5.9,preliminary
2174,Nagapattinam,Black Clay Loam,1.87,6.35,6.1,6.6,85.0,Medium,52.9,Medium,43.9,Not available (SoilGrids does not model phosphorus),Medium,54.7,59.1,136.3,0.9,preliminary
2175,Trichy,Coastal Alluvial,0.7,6.45,6.2,6.7,88.3,Medium,55.1,Medium,41.6,Not available (SoilGrids does not model phosphorus),Medium,47.1,58.0,510.2,2.7,preliminary
2176,Nagapattinam,Black Clay Loam,3.6,7.13,6.88,7.38,89.6,Medium,41.0,Medium,55.2,Not available (SoilGrids does not model phosphorus),Medium,44.6,57.6,505.8,2.7,preliminary
2177,Nagapattinam,Red Sandy Loam,3.17,7.51,7.26,7.76,87.6,Medium,47.9,Medium,51.8,Not available (SoilGrids does not model phosphorus),Medium,52.1,59.8,51.5,4.2,preliminary
2178,Kovilpatti,Coastal Alluvial,5.68,7.32,7.07,7.57,88.8,Medium,64.9,Low,46.4,Not available (SoilGrids does not model phosphorus),Medium,55.2,63.8,205.6,0.3,preliminary
2179,Coimbatore,Black Clay Loam,3.53,6.46,6.21,6.71,87.3,Medium,71.2,Medium,35.9,Not available (SoilGrids does not model phosphorus),Medium,56.8,62.8,466.2,1.7,preliminary
2180,Trichy,Black Cotton Soil,5.02,6.68,6.43,6.93,90.7,Medium,51.0,Medium,47.5,Not available (SoilGrids does not model phosphorus),Medium,37.1,56.6,771.8,1.3,preliminary
2181,Vellore,Alluvial Clay,9.39,6.7,6.45,6.95,89.3,Medium,74.1,Medium,53.2,Not available (SoilGrids does not model phosphorus),High,42.0,64.6,602.3,0.0,preliminary
2182,Krishnagiri,Red Sandy Loam,8.71,6.46,6.21,6.71,88.6,Medium,69.6,Medium,41.6,Not available (SoilGrids does not model phosphorus),Low,41.7,60.4,477.6,0.1,preliminary
2183,Kovilpatti,Alluvial Clay,5.11,7.06,6.81,7.31,88.7,High,71.8,High,65.2,Not available (SoilGrids does not model phosphorus),Medium,55.8,70.4,289.5,4.6,preliminary
2184,Coimbatore,Red Loam,5.35,6.49,6.24,6.74,84.7,Medium,57.3,High,38.4,Not available (SoilGrids does not model phosphorus),High,61.9,60.6,221.2,2.3,preliminary
2185,Trichy,Black Cotton Soil,3.57,7.25,7.0,7.5,87.0,High,70.1,Medium,53.4,Not available (SoilGrids does not model phosphorus),High,31.0,60.4,732.0,5.1,preliminary
2186,Thanjavur,Alluvial Clay,8.45,6.76,6.51,7.01,86.6,Medium,64.7,Medium,46.5,Not available (SoilGrids does not model phosphorus),Medium,33.7,57.9,442.1,6.5,preliminary
2187,Thanjavur,Coastal Alluvial,3.51,7.3,7.05,7.55,87.3,Medium,59.8,Medium,43.9,Not available (SoilGrids does not model phosphorus),Low,55.3,61.6,46.8,3.9,preliminary
2188,Trichy,Red Loam,1.56,6.06,5.81,6.31,81.5,Medium,58.6,Low,44.6,Not available (SoilGrids does not model phosphorus),Medium,33.9,54.6,178.7,0.3,preliminary
2189,Trichy,Black Cotton Soil,4.45,7.12,6.87,7.37,88.4,Medium,57.7,Medium,59.4,Not available (SoilGrids does not model phosphorus),High,47.3,63.2,23.2,1.0,preliminary
2190,Madurai,Black Cotton Soil,6.51,6.88,6.63,7.13,84.6,Medium,53.8,Medium,41.5,Not available (SoilGrids does not model phosphorus),High,52.5,58.1,634.0,4.1,preliminary
2191,Krishnagiri,Lateritic Hill Soil,3.81,6.55,6.3,6.8,89.7,Medium,70.9,Medium,48.5,Not available (SoilGrids does not model phosphorus),Medium,41.0,62.5,727.9,1.2,preliminary
2192,Thanjavur,Black Clay Loam,6.45,7.32,7.07,7.57,91.2,Medium,46.3,Low,49.4,Not available (SoilGrids does not model phosphorus),Low,44.7,57.9,456.8,1.0,preliminary
2193,Trichy,Black Clay Loam,6.43,7.33,7.08,7.58,88.7,Medium,70.1,Medium,53.2,Not available (SoilGrids does not model phosphorus),Medium,38.4,62.6,436.9,3.4,preliminary
2194,Nagapattinam,Red Loam,5.25,6.18,5.93,6.43,90.0,Medium,72.3,Medium,63.8,Not available (SoilGrids does not model phosphorus),Medium,43.5,67.4,699.7,6.5,preliminary
2195,Vellore,Black Cotton Soil,5.03,6.66,6.41,6.91,85.6,Medium,66.1,Medium,50.5,Not available (SoilGrids does not model phosphorus),Medium,42.1,61.1,732.6,1.3,preliminary
2196,Tirunelveli,Coastal Alluvial,4.11,7.05,6.8,7.3,91.5,Medium,50.2,Low,49.4,Not available (SoilGrids does not model phosphorus),Medium,28.7,55.0,26.4,3.2,preliminary
2197,Vellore,Black Clay Loam,5.38,8.01,7.76,8.26,89.4,Medium,49.2,Medium,34.0,Not available (SoilGrids does not model phosphorus),Low,28.4,50.3,491.4,5.7,preliminary
2198,Krishnagiri,Red Sandy Loam,3.25,6.97,6.72,7.22,88.8,High,58.8,Medium,62.8,Not available (SoilGrids does not model phosphorus),Medium,58.3,67.2,42.6,2.6,preliminary
2199,Nagapattinam,Black Clay Loam,9.85,6.9,6.65,7.15,91.7,High,61.0,Medium,57.7,Not available (SoilGrids does not model phosphorus),Medium,40.2,62.6,343.7,7.4,preliminary
2200,Thanjavur,Black Clay Loam,3.3,6.88,6.63,7.13,87.6,Medium,59.4,Medium,57.3,Not available (SoilGrids does not model phosphorus),Medium,66.1,67.6,546.2,7.3,preliminary
2201,Krishnagiri,Black Cotton Soil,6.22,6.41,6.16,6.66,89.7,Medium,65.5,Medium,61.2,Not available (SoilGrids does not model phosphorus),Medium,40.4,64.2,386.8,2.2,preliminary
2202,Coimbatore,Red Loam,3.84,5.98,5.73,6.23,85.4,Medium,63.5,Medium,53.8,Not available (SoilGrids does not model phosphorus),High,35.6,59.6,375.3,2.1,preliminary
2203,Tirunelveli,Red Loam,8.18,7.28,7.03,7.53,90.4,Medium,45.2,Medium,52.4,Not available (SoilGrids does not model phosphorus),Medium,57.8,61.5,623.4,5.3,preliminary
2204,Nagapattinam,Red Sandy Loam,2.55,6.58,6.33,6.83,86.2,Medium,61.5,Medium,45.0,Not available (SoilGrids does not model phosphorus),Low,46.9,59.9,74.6,9.2,preliminary
2205,Nilgiris,Coastal Alluvial,2.83,6.16,5.91,6.41,89.6,High,49.6,Medium,63.0,Not available (SoilGrids does not model phosphorus),Low,57.3,64.9,76.0,0.6,preliminary
2206,Nagapattinam,Black Clay Loam,4.46,6.35,6.1,6.6,85.1,Medium,50.0,Medium,67.0,Not available (SoilGrids does not model phosphorus),Medium,50.6,63.2,485.9,2.8,preliminary
2207,Thanjavur,Lateritic Hill Soil,4.95,7.2,6.95,7.45,90.0,Medium,61.2,Medium,42.8,Not available (SoilGrids does not model phosphorus),Medium,38.0,58.0,69.1,0.1,preliminary
2208,Nilgiris,Red Loam,5.49,6.41,6.16,6.66,89.2,High,53.6,Medium,58.4,Not available (SoilGrids does not model phosphorus),High,30.5,57.9,776.3,4.0,preliminary
2209,Trichy,Coastal Alluvial,6.03,7.26,7.01,7.51,87.5,Medium,63.1,High,59.2,Not available (SoilGrids does not model phosphorus),Low,56.3,66.5,182.1,5.4,preliminary
2210,Krishnagiri,Black Clay Loam,2.69,6.09,5.84,6.34,89.4,Medium,57.4,Medium,42.6,Not available (SoilGrids does not model phosphorus),Medium,52.8,60.6,461.7,0.5,preliminary
2211,Madurai,Black Cotton Soil,5.24,6.82,6.57,7.07,92.4,Low,69.2,Medium,38.0,Not available (SoilGrids does not model phosphorus),High,55.7,63.8,73.8,0.7,preliminary
2212,Trichy,Alluvial Clay,8.39,5.97,5.72,6.22,82.5,Medium,72.9,Low,39.4,Not available (SoilGrids does not model phosphorus),Medium,54.4,62.3,589.6,5.5,preliminary
2213,Tirunelveli,Alluvial Clay,3.43,7.0,6.75,7.25,87.3,Medium,51.3,High,51.5,Not available (SoilGrids does not model phosphorus),Medium,42.9,58.2,56.8,3.2,preliminary
2214,Thanjavur,Coastal Alluvial,9.63,7.57,7.32,7.82,89.0,High,52.4,Low,45.8,Not available (SoilGrids does not model phosphorus),Low,52.8,60.0,79.3,2.4,preliminary
2215,Tirunelveli,Red Loam,1.17,6.78,6.53,7.03,90.9,Medium,48.8,Medium,43.3,Not available (SoilGrids does not model phosphorus),High,31.5,53.6,159.3,0.2,preliminary
2216,Nilgiris,Black Cotton Soil,3.72,7.18,6.93,7.43,90.3,Medium,52.3,Medium,63.9,Not available (SoilGrids does not model phosphorus),Low,51.0,64.4,610.5,8.1,preliminary
2217,Vellore,Red Sandy Loam,4.36,6.65,6.4,6.9,89.3,Medium,57.6,Medium,45.8,Not available (SoilGrids does not model phosphorus),Medium,56.7,62.4,184.2,11.6,preliminary
2218,Tirunelveli,Red Sandy Loam,2.03,6.73,6.48,6.98,92.9,Medium,69.5,Medium,67.5,Not available (SoilGrids does not model phosphorus),Medium,44.7,68.6,788.9,0.5,preliminary
2219,Nilgiris,Red Sandy Loam,0.69,6.6,6.35,6.85,89.2,Medium,67.7,Medium,41.0,Not available (SoilGrids does not model phosphorus),Low,42.3,60.0,602.6,1.1,preliminary
2220,Vellore,Black Clay Loam,3.5,6.67,6.42,6.92,90.8,High,67.1,Medium,52.7,Not available (SoilGrids does not model phosphorus),Medium,47.7,64.6,362.9,2.1,preliminary
2221,Vellore,Coastal Alluvial,5.62,7.18,6.93,7.43,88.6,Medium,57.5,Medium,41.4,Not available (SoilGrids does not model phosphorus),Medium,25.4,53.2,467.0,3.2,preliminary
2222,Kovilpatti,Black Cotton Soil,8.31,7.8,7.55,8.05,89.6,Medium,72.6,Medium,47.3,Not available (SoilGrids does not model phosphorus),Medium,53.0,65.6,189.2,2.6,preliminary
2223,Trichy,Lateritic Hill Soil,4.41,6.41,6.16,6.66,83.6,Medium,66.7,High,45.6,Not available (SoilGrids does not model phosphorus),Medium,61.0,64.2,353.8,0.5,preliminary
2224,Madurai,Black Cotton Soil,2.61,6.55,6.3,6.8,84.8,High,64.5,Medium,54.3,Not available (SoilGrids does not model phosphorus),Medium,63.4,66.8,564.9,10.0,preliminary
2225,Vellore,Lateritic Hill Soil,5.77,6.89,6.64,7.14,90.2,Medium,65.1,Medium,52.1,Not available (SoilGrids does not model phosphorus),High,43.3,62.7,468.0,7.6,preliminary
2226,Coimbatore,Coastal Alluvial,9.57,6.13,5.88,6.38,84.8,Medium,56.4,Medium,43.2,Not available (SoilGrids does not model phosphorus),Medium,51.9,59.1,790.7,0.3,preliminary
2227,Madurai,Lateritic Hill Soil,9.44,6.96,6.71,7.21,89.6,Medium,60.7,Medium,37.1,Not available (SoilGrids does not model phosphorus),Low,52.4,60.0,307.1,1.6,preliminary
2228,Trichy,Alluvial Clay,2.56,7.09,6.84,7.34,85.8,Low,57.3,Medium,54.3,Not available (SoilGrids does not model phosphorus),Medium,48.8,61.6,520.5,4.0,preliminary
2229,Nagapattinam,Lateritic Hill Soil,2.94,7.02,6.77,7.27,87.9,Medium,62.2,Medium,42.5,Not available (SoilGrids does not model phosphorus),High,42.0,58.6,405.0,2.0,preliminary
2230,Kovilpatti,Black Cotton Soil,2.67,6.69,6.44,6.94,89.7,Medium,50.6,Medium,44.6,Not available (SoilGrids does not model phosphorus),Medium,37.1,55.5,567.0,0.9,preliminary
2231,Vellore,Black Cotton Soil,3.77,6.33,6.08,6.58,87.0,Medium,62.9,Medium,45.3,Not available (SoilGrids does not model phosphorus),Medium,47.6,60.7,425.4,1.0,preliminary
2232,Coimbatore,Red Loam,6.24,6.13,5.88,6.38,90.2,Medium,68.0,Medium,55.0,Not available (SoilGrids does not model phosphorus),High,44.6,64.4,371.5,1.4,preliminary
2233,Madurai,Red Sandy Loam,1.18,6.53,6.28,6.78,85.8,High,67.1,Medium,50.1,Not available (SoilGrids does not model phosphorus),Medium,34.1,59.3,361.7,2.6,preliminary
2234,Nilgiris,Red Loam,8.58,7.14,6.89,7.39,90.5,High,60.6,Medium,51.6,Not available (SoilGrids does not model phosphorus),Medium,55.4,64.5,777.9,0.1,preliminary
2235,Kovilpatti,Red Sandy Loam,8.14,6.83,6.58,7.08,89.2,Medium,59.1,Medium,48.5,Not available (SoilGrids does not model phosphorus),Medium,48.0,61.2,322.6,4.0,preliminary
2236,Vellore,Alluvial Clay,1.9,6.66,6.41,6.91,88.8,High,61.9,High,49.1,Not available (SoilGrids does not model phosphorus),Medium,39.5,59.8,498.8,2.3,preliminary
2237,Nagapattinam,Red Sandy Loam,7.08,5.86,5.61,6.11,88.0,Medium,63.8,Low,49.1,Not available (SoilGrids does not model phosphorus),Low,41.0,60.5,544.4,1.8,preliminary
2238,Nagapattinam,Coastal Alluvial,5.47,6.84,6.59,7.09,88.2,Low,52.5,Medium,52.8,Not available (SoilGrids does not model phosphorus),Low,57.0,62.6,443.8,3.7,preliminary
2239,Coimbatore,Black Cotton Soil,9.37,6.76,6.51,7.01,90.6,Medium,60.0,Medium,45.0,Not available (SoilGrids does not model phosphorus),Medium,31.4,56.8,386.0,2.1,preliminary
2240,Nilgiris,Coastal Alluvial,4.18,7.11,6.86,7.36,90.2,Medium,43.1,Low,61.5,Not available (SoilGrids does not model phosphorus),Low,41.4,59.0,325.3,4.3,preliminary
2241,Coimbatore,Red Sandy Loam,8.31,6.92,6.67,7.17,92.4,Medium,72.5,Medium,64.9,Not available (SoilGrids does not model phosphorus),Medium,51.8,70.4,732.5,4.2,preliminary
2242,Krishnagiri,Alluvial Clay,1.77,6.37,6.12,6.62,82.5,Medium,61.1,Medium,46.7,Not available (SoilGrids does not model phosphorus),Low,49.9,60.0,745.6,4.0,preliminary
2243,Coimbatore,Alluvial Clay,3.43,7.62,7.37,7.87,88.0,High,61.5,Medium,45.7,Not available (SoilGrids does not model phosphorus),Low,57.1,63.1,83.3,4.2,preliminary
2244,Nagapattinam,Red Sandy Loam,5.73,6.34,6.09,6.59,86.6,Medium,48.2,Medium,53.1,Not available (SoilGrids does not model phosphorus),Medium,44.9,58.2,595.4,7.4,preliminary
2245,Nagapattinam,Lateritic Hill Soil,2.49,7.63,7.38,7.88,91.5,Medium,63.7,High,40.3,Not available (SoilGrids does not model phosphorus),Medium,44.3,60.0,118.9,0.7,preliminary
2246,Nilgiris,Coastal Alluvial,0.91,7.47,7.22,7.72,88.5,Low,58.1,Medium,44.2,Not available (SoilGrids does not model phosphorus),Medium,52.4,60.8,678.8,0.2,preliminary
2247,Kovilpatti,Alluvial Clay,3.83,6.98,6.73,7.23,89.3,Medium,56.5,Medium,55.2,Not available (SoilGrids does not model phosphorus),Medium,34.0,58.8,150.2,1.8,preliminary
2248,Nilgiris,Coastal Alluvial,1.55,5.98,5.73,6.23,86.1,High,47.4,Medium,46.2,Not available (SoilGrids does not model phosphorus),Medium,26.8,51.6,48.7,10.2,preliminary
2249,Thanjavur,Red Loam,7.29,7.14,6.89,7.39,88.3,Medium,57.7,Medium,48.8,Not available (SoilGrids does not model phosphorus),Medium,32.4,56.8,502.3,2.1,preliminary
2250,Kovilpatti,Black Cotton Soil,4.96,6.99,6.74,7.24,91.3,Medium,60.3,Medium,45.8,Not available (SoilGrids does not model phosphorus),Medium,27.1,56.1,586.7,6.5,preliminary
2251,Thanjavur,Red Loam,2.26,6.01,5.76,6.26,89.8,Medium,62.7,Low,56.0,Not available (SoilGrids does not model phosphorus),Medium,42.3,62.7,659.2,9.4,preliminary
2252,Coimbatore,Black Clay Loam,7.08,6.98,6.73,7.23,90.7,Medium,49.9,Low,41.6,Not available (SoilGrids does not model phosphorus),High,41.4,55.9,682.3,6.0,preliminary
2253,Kovilpatti,Red Sandy Loam,2.74,7.14,6.89,7.39,86.7,Medium,62.7,Medium,43.7,Not available (SoilGrids does not model phosphorus),Medium,52.6,61.4,457.0,0.2,preliminary
2254,Nilgiris,Lateritic Hill Soil,1.76,6.98,6.73,7.23,87.3,Medium,52.6,Low,62.4,Not available (SoilGrids does not model phosphorus),Medium,39.2,60.4,501.0,6.0,preliminary
2255,Trichy,Red Loam,8.1,6.92,6.67,7.17,82.8,Low,63.7,Medium,60.2,Not available (SoilGrids does not model phosphorus),Medium,59.8,66.6,499.8,1.0,preliminary
