url,american_bollworm_count,pink_bollworm_count,total_bollworm_count,risk_level
s3://wadhwaniai-agri-opendata/images/02/25522886696ebcb022f2668b.jpg,0,3,3,Medium
s3://wadhwaniai-agri-opendata/images/02/28a41de0bd42f833bc8d1b66.jpg,0,3,3,Medium
s3://wadhwaniai-agri-opendata/images/02/36cd58de8f5d74c7ff96cc79.jpg,0,19,19,High
s3://wadhwaniai-agri-opendata/images/02/3db854603b988efdb72c0362.jpg,6,0,6,High
s3://wadhwaniai-agri-opendata/images/02/5a353c813cb6d73ea7595d90.jpg,8,0,8,High
s3://wadhwaniai-agri-opendata/images/02/709f56f690e4ee5257b35881.jpg,0,71,71,High
s3://wadhwaniai-agri-opendata/images/02/741ab32bec6f0c0434347baf.jpg,0,2,2,Low
s3://wadhwaniai-agri-opendata/images/02/a5918555810a7531019a305c.jpg,5,0,5,High
s3://wadhwaniai-agri-opendata/images/02/aa6bb7f3b96d9de41dfd848a.jpg,0,3,3,Medium
s3://wadhwaniai-agri-opendata/images/02/b25bad22d1764d440c64d484.jpg,0,11,11,High
s3://wadhwaniai-agri-opendata/images/02/dae03ea6c03d6af70082ec90.jpg,0,14,14,High
s3://wadhwaniai-agri-opendata/images/03/017f14a0797d829410ffa9a9.jpg,5,0,5,High
s3://wadhwaniai-agri-opendata/images/03/063649e1c0f46703042122a7.jpg,0,8,8,High
s3://wadhwaniai-agri-opendata/images/03/3e43bbde7878bb12cc71a2ba.jpg,3,0,3,Medium
s3://wadhwaniai-agri-opendata/images/03/5b69071c982fb6da778e8548.jpg,0,28,28,High
s3://wadhwaniai-agri-opendata/images/03/683354888bffdb3ef0cbb8b7.jpg,4,0,4,Medium
s3://wadhwaniai-agri-opendata/images/03/68818efa02f43cba2a38d074.jpg,6,0,6,High
s3://wadhwaniai-agri-opendata/images/03/71f5e1d409b66bdeb4f54550.jpg,2,0,2,Medium
s3://wadhwaniai-agri-opendata/images/03/95e87a5b89f374bace215c0f.jpg,0,4,4,Medium
s3://wadhwaniai-agri-opendata/images/03/9f0fd13c2ad6b1fcbe1e623a.jpg,10,0,10,High
s3://wadhwaniai-agri-opendata/images/03/a46c8b88785fbb90c7cee40d.jpg,0,1,1,Low
s3://wadhwaniai-agri-opendata/images/03/a7a69bf5600d7c141e46842b.jpg,13,0,13,High
s3://wadhwaniai-agri-opendata/images/03/a9e841ba17d820e16a79ddc5.jpg,0,1,1,Low
s3://wadhwaniai-agri-opendata/images/03/af56671c71a4c4c7e857b6e9.jpg,0,16,16,High
s3://wadhwaniai-agri-opendata/images/03/bd35f5bb389efe18c3846dc7.jpg,0,1,1,Low
s3://wadhwaniai-agri-opendata/images/03/bdc3357c3f47633552fe6da9.jpg,0,1,1,Low
s3://wadhwaniai-agri-opendata/images/03/c82b4fcc4d02423868a785fe.jpg,11,0,11,High
s3://wadhwaniai-agri-opendata/images/03/fd62ce233431b91a9a6db25e.jpg,0,8,8,High
s3://wadhwaniai-agri-opendata/images/04/169c75fe57c22f2079290937.jpg,0,23,23,High
s3://wadhwaniai-agri-opendata/images/04/1df591c6fc9ee66634b47262.jpg,0,12,12,High
s3://wadhwaniai-agri-opendata/images/04/2eace50ed24f2a6761b54bc8.jpg,8,0,8,High
s3://wadhwaniai-agri-opendata/images/04/63c75b0eb44859c97116e935.jpg,0,7,7,Medium
s3://wadhwaniai-agri-opendata/images/04/80373e4e5c6c824981a50958.jpg,5,0,5,High
s3://wadhwaniai-agri-opendata/images/04/8a43e36512023fb4a2f9d560.jpg,4,0,4,Medium
s3://wadhwaniai-agri-opendata/images/04/8b28b91864c8335da9bdd88e.jpg,7,0,7,High
s3://wadhwaniai-agri-opendata/images/04/a00be9c453eb319d316d7ebb.jpg,0,2,2,Low
s3://wadhwaniai-agri-opendata/images/04/b36f1e03ca08f290b24662fd.jpg,2,0,2,Medium
s3://wadhwaniai-agri-opendata/images/04/bb791a6ab48c7f6b0ab31075.jpg,0,3,3,Medium
s3://wadhwaniai-agri-opendata/images/04/c09417900c0e8bd0637e4d2c.jpg,5,0,5,High
s3://wadhwaniai-agri-opendata/images/04/efcefd661ee8699efbd41cba.jpg,0,11,11,High
s3://wadhwaniai-agri-opendata/images/04/fba030825fe25e62c0316503.jpg,0,34,34,High
s3://wadhwaniai-agri-opendata/images/05/1b148ced6e7a6af37ec7bb59.jpg,6,0,6,High
s3://wadhwaniai-agri-opendata/images/05/3d4f2fc081ca929f9ee6c964.jpg,0,3,3,Medium
s3://wadhwaniai-agri-opendata/images/05/56c69ab467d3e7aacc4a3ed0.jpg,9,0,9,High
s3://wadhwaniai-agri-opendata/images/05/6fde79d4630872adfedce774.jpg,13,0,13,High
s3://wadhwaniai-agri-opendata/images/05/c2d0dffa82c6a92d47de55e4.jpg,2,0,2,Medium
s3://wadhwaniai-agri-opendata/images/05/c4423a070a8c420bf1b80aed.jpg,5,0,5,High
s3://wadhwaniai-agri-opendata/images/05/d6392c3a2d8642a7d3993ddd.jpg,0,1,1,Low
s3://wadhwaniai-agri-opendata/images/05/dd56112db0a20da795c761b3.jpg,9,0,9,High
s3://wadhwaniai-agri-opendata/images/05/e27c324ec9a1c4bd9719517d.jpg,0,2,2,Low
s3://wadhwaniai-agri-opendata/images/05/fbed110ca6ebc3e477465fed.jpg,0,16,16,High
s3://wadhwaniai-agri-opendata/images/06/002f8103f90f91fdfc81ae5a.jpg,0,81,81,High
s3://wadhwaniai-agri-opendata/images/06/003867c3c1ce1a5dd7d66755.jpg,0,2,2,Low
s3://wadhwaniai-agri-opendata/images/06/00556823f073479f39ec7a80.jpg,0,243,243,High
s3://wadhwaniai-agri-opendata/images/06/0089ce1fe697a1a7ba9f897d.jpg,2,16,18,High
s3://wadhwaniai-agri-opendata/images/06/00cdd96de340df032d18f316.jpg,0,3,3,Medium
s3://wadhwaniai-agri-opendata/images/06/00ed1496a37b2053db103c17.jpg,0,6,6,Medium
s3://wadhwaniai-agri-opendata/images/06/00fdb1014d67b66ae746afb4.jpg,0,3,3,Medium
s3://wadhwaniai-agri-opendata/images/06/01014362322ea3c534e072e2.jpg,0,8,8,High
s3://wadhwaniai-agri-opendata/images/06/01313d76572c9f3ecbfd3839.jpg,0,57,57,High
s3://wadhwaniai-agri-opendata/images/06/0143d65d0f2c6c66d586952b.jpg,0,75,75,High
s3://wadhwaniai-agri-opendata/images/06/0155336fba3f5fb5e4f73e7d.jpg,0,2,2,Low
s3://wadhwaniai-agri-opendata/images/06/0166fc270db971e88f33d5ef.jpg,0,21,21,High
s3://wadhwaniai-agri-opendata/images/06/017782962e8b3343f1bd38a0.jpg,0,25,25,High
s3://wadhwaniai-agri-opendata/images/06/017cdbfe2144c3bd9b750eff.jpg,0,7,7,Medium
s3://wadhwaniai-agri-opendata/images/06/018848fbe74b3d590a5bf961.jpg,0,4,4,Medium
s3://wadhwaniai-agri-opendata/images/06/018d551c10c692ed94f4e3eb.jpg,0,43,43,High
s3://wadhwaniai-agri-opendata/images/06/0193683bae6eee5e4d64f2a7.jpg,0,5,5,Medium
s3://wadhwaniai-agri-opendata/images/06/019779a7718b64827d6ffd6f.jpg,0,19,19,High
s3://wadhwaniai-agri-opendata/images/06/01a4d1c88d28a4e317b7156b.jpg,0,87,87,High
s3://wadhwaniai-agri-opendata/images/06/01b4c6e9e05b50032c0437aa.jpg,0,2,2,Low
s3://wadhwaniai-agri-opendata/images/06/01c4cee235d476a91d0b1943.jpg,0,32,32,High
s3://wadhwaniai-agri-opendata/images/06/01e0eb582722159d0156da2e.jpg,0,7,7,Medium
s3://wadhwaniai-agri-opendata/images/06/01f7501a8a47befe69bb5dbd.jpg,0,175,175,High
s3://wadhwaniai-agri-opendata/images/06/01fb5cb51e741bb4f1086ad2.jpg,0,28,28,High
s3://wadhwaniai-agri-opendata/images/06/022643c7f0a854dc0568999d.jpg,0,5,5,Medium
s3://wadhwaniai-agri-opendata/images/06/026511310932912f96b69da2.jpg,0,13,13,High
s3://wadhwaniai-agri-opendata/images/06/0268acce1df4e21557dd02cc.jpg,0,12,12,High
s3://wadhwaniai-agri-opendata/images/06/0285932765286759cc50908a.jpg,0,20,20,High
s3://wadhwaniai-agri-opendata/images/06/028929366f556c828d6a10e6.jpg,0,2,2,Low
s3://wadhwaniai-agri-opendata/images/06/02fa6118899b403d21ace7ce.jpg,0,2,2,Low
s3://wadhwaniai-agri-opendata/images/06/031110ea0486980167c25537.jpg,0,53,53,High
s3://wadhwaniai-agri-opendata/images/06/031b024b3889ded3e76fd4c1.jpg,0,21,21,High
s3://wadhwaniai-agri-opendata/images/06/0328c972bce68d4059b24266.jpg,0,13,13,High
s3://wadhwaniai-agri-opendata/images/06/0365f75bd86dca7b3ffd1b4c.jpg,2,64,66,High
s3://wadhwaniai-agri-opendata/images/06/037af2188a9b7eb8d861781e.jpg,0,8,8,High
s3://wadhwaniai-agri-opendata/images/06/039bbd3dab14d91cb4d8a959.jpg,0,7,7,Medium
s3://wadhwaniai-agri-opendata/images/06/03aaa2d6d8835d8bc13e544a.jpg,0,19,19,High
s3://wadhwaniai-agri-opendata/images/06/03ae4167b086acaf0f7c846e.jpg,0,11,11,High
s3://wadhwaniai-agri-opendata/images/06/03b66b87e7d6618191f8267f.jpg,0,245,245,High
s3://wadhwaniai-agri-opendata/images/06/03ce016f168ab2edf7e8bdc0.jpg,0,186,186,High
s3://wadhwaniai-agri-opendata/images/06/03d350c8dfe8ae4ff9e5be4e.jpg,1,11,12,High
s3://wadhwaniai-agri-opendata/images/06/03f8d74e71991a704a430750.jpg,0,2,2,Low
s3://wadhwaniai-agri-opendata/images/06/03fbf77950b88f90decc042e.jpg,0,10,10,High
s3://wadhwaniai-agri-opendata/images/06/0401c04e12162c6876839423.jpg,0,17,17,High
s3://wadhwaniai-agri-opendata/images/06/041557bf52ad8d4c7723644d.jpg,0,15,15,High
s3://wadhwaniai-agri-opendata/images/06/041d49d2acefc57a513a20f9.jpg,0,21,21,High
s3://wadhwaniai-agri-opendata/images/06/04377dd16e2137bb84845a65.jpg,0,9,9,High
s3://wadhwaniai-agri-opendata/images/06/04501c93d382856041425d03.jpg,11,0,11,High
s3://wadhwaniai-agri-opendata/images/06/0479b3a7f73b756e8d95ab80.jpg,0,2,2,Low
s3://wadhwaniai-agri-opendata/images/06/049851c160a5234c0c8e9969.jpg,0,15,15,High
s3://wadhwaniai-agri-opendata/images/06/05204f19ccddd08c7dae4b2e.jpg,0,36,36,High
s3://wadhwaniai-agri-opendata/images/06/052bc2813a6c86ed6d4d8591.jpg,0,11,11,High
s3://wadhwaniai-agri-opendata/images/06/054051c43450084e090b5692.jpg,0,1,1,Low
s3://wadhwaniai-agri-opendata/images/06/058159ca9b1d59ac2cd4724b.jpg,0,1,1,Low
s3://wadhwaniai-agri-opendata/images/06/059a3ea0830d22b6b312d9f5.jpg,0,70,70,High
s3://wadhwaniai-agri-opendata/images/06/05bf639a564ac3e868770672.jpg,0,12,12,High
s3://wadhwaniai-agri-opendata/images/06/05cc1cf2cb7c9188a73ce9aa.jpg,0,16,16,High
s3://wadhwaniai-agri-opendata/images/06/05e71d4fd2600b32f095be97.jpg,0,6,6,Medium
s3://wadhwaniai-agri-opendata/images/06/06344f4b50a27fe2ea484e80.jpg,0,170,170,High
s3://wadhwaniai-agri-opendata/images/06/06772ca8b69d306fe14672d2.jpg,0,21,21,High
s3://wadhwaniai-agri-opendata/images/06/06a38e8af10b0cc71a87e511.jpg,0,4,4,Medium
s3://wadhwaniai-agri-opendata/images/06/06b3cfb842e8e8c98da22ddc.jpg,0,19,19,High
s3://wadhwaniai-agri-opendata/images/06/06c7326e66ffe7129fcedc19.jpg,0,3,3,Medium
s3://wadhwaniai-agri-opendata/images/06/06eef1349b1980b1ad9eaafa.jpg,0,37,37,High
s3://wadhwaniai-agri-opendata/images/06/070ca391e78dccec3b6ed54b.jpg,0,6,6,Medium
s3://wadhwaniai-agri-opendata/images/06/0726ee26afc280105191b5c3.jpg,0,4,4,Medium
s3://wadhwaniai-agri-opendata/images/06/0751d471f68d4d8758737a84.jpg,0,4,4,Medium
s3://wadhwaniai-agri-opendata/images/06/0775b4b250c1ac1331ad0196.jpg,0,2,2,Low
s3://wadhwaniai-agri-opendata/images/06/07917a3a9f602d0203debc0e.jpg,0,15,15,High
s3://wadhwaniai-agri-opendata/images/06/07a01cf755e55cd1faef8cd3.jpg,0,74,74,High
s3://wadhwaniai-agri-opendata/images/06/07c0beddda6db335792fa204.jpg,0,99,99,High
s3://wadhwaniai-agri-opendata/images/06/07cdce514d9a97d27a177c7c.jpg,0,47,47,High
s3://wadhwaniai-agri-opendata/images/06/07ec4679d61fab2e8ef45112.jpg,0,35,35,High
s3://wadhwaniai-agri-opendata/images/06/07f737d067c9c8a338183244.jpg,0,9,9,High
s3://wadhwaniai-agri-opendata/images/06/080e0fe6e47faa6288a7abc6.jpg,0,7,7,Medium
s3://wadhwaniai-agri-opendata/images/06/082ce910dec6c496b0d93312.jpg,0,3,3,Medium
s3://wadhwaniai-agri-opendata/images/06/08319c124164949f92b7a8b1.jpg,0,63,63,High
s3://wadhwaniai-agri-opendata/images/06/084225e22534d80d6de7a5a6.jpg,0,4,4,Medium
s3://wadhwaniai-agri-opendata/images/06/084eecca127a05ceb58c47c9.jpg,0,18,18,High
s3://wadhwaniai-agri-opendata/images/06/085b3c42d5ae901ae0dd6f26.jpg,0,104,104,High
s3://wadhwaniai-agri-opendata/images/06/086c3ca0520ff1b0cf5fb1a5.jpg,0,61,61,High
s3://wadhwaniai-agri-opendata/images/06/087be8cc57f505d53ac65e57.jpg,0,5,5,Medium
s3://wadhwaniai-agri-opendata/images/06/08b15ab2881de08ac7f45335.jpg,0,5,5,Medium
s3://wadhwaniai-agri-opendata/images/06/08bd905f92b3102c608a688e.jpg,0,93,93,High
s3://wadhwaniai-agri-opendata/images/06/08c4bc4b8497ff138c8fab46.jpg,0,31,31,High
s3://wadhwaniai-agri-opendata/images/06/090190912b59e09c00a8f9e0.jpg,0,110,110,High
s3://wadhwaniai-agri-opendata/images/06/0910c2ae6799834c425c8496.jpg,0,71,71,High
s3://wadhwaniai-agri-opendata/images/06/09145e6fca92f7277bc87409.jpg,0,48,48,High
s3://wadhwaniai-agri-opendata/images/06/094ac46e7cb90d4a7aab6b08.jpg,10,0,10,High
s3://wadhwaniai-agri-opendata/images/06/0953fdf76fb15c5d59ca54a3.jpg,26,0,26,High
s3://wadhwaniai-agri-opendata/images/06/0988c7ecd1391bb57cb6f6d9.jpg,0,31,31,High
s3://wadhwaniai-agri-opendata/images/06/098d36225f2c8b962df670a4.jpg,1,0,1,Low
s3://wadhwaniai-agri-opendata/images/06/09a4a50cdc61e6401c244f87.jpg,0,10,10,High
s3://wadhwaniai-agri-opendata/images/06/09a75a3a9c00db110a5c184d.jpg,0,1,1,Low
s3://wadhwaniai-agri-opendata/images/06/09c567c4048496d89008c17b.jpg,0,18,18,High
s3://wadhwaniai-agri-opendata/images/06/09d533e81a4b6c5f2b33a8df.jpg,0,14,14,High
s3://wadhwaniai-agri-opendata/images/06/09e6b1bb43c9437a2488fee3.jpg,0,24,24,High
s3://wadhwaniai-agri-opendata/images/06/09f3033d0f32e7aed00a2051.jpg,0,18,18,High
s3://wadhwaniai-agri-opendata/images/06/09f3b39d350ed9c9a2b20afd.jpg,0,66,66,High
s3://wadhwaniai-agri-opendata/images/06/0a54c22463f8063a62179835.jpg,12,0,12,High
s3://wadhwaniai-agri-opendata/images/06/0a63d243000b71b5bdb35f6c.jpg,0,197,197,High
s3://wadhwaniai-agri-opendata/images/06/0a908d1f5b81c26e911a8d6d.jpg,0,58,58,High
s3://wadhwaniai-agri-opendata/images/06/0a969d63fbd7b12ec2ee7685.jpg,0,8,8,High
s3://wadhwaniai-agri-opendata/images/06/0a9a08a0a0cbbc9e6acfb8db.jpg,0,26,26,High
s3://wadhwaniai-agri-opendata/images/06/0a9aac385d16a77c5b548c93.jpg,0,89,89,High
s3://wadhwaniai-agri-opendata/images/06/0aae13327383af86502b6179.jpg,0,52,52,High
s3://wadhwaniai-agri-opendata/images/06/0ab690a403aad49f96e40cea.jpg,0,9,9,High
s3://wadhwaniai-agri-opendata/images/06/0ad16dde2a1e73dbfcd633d1.jpg,0,8,8,High
s3://wadhwaniai-agri-opendata/images/06/0aea6bbf186e0a3cc73cedd3.jpg,0,37,37,High
s3://wadhwaniai-agri-opendata/images/06/0afd58712624ffd47b6c64c3.jpg,0,18,18,High
s3://wadhwaniai-agri-opendata/images/06/0b03b3f950c4370611fe72d6.jpg,0,22,22,High
s3://wadhwaniai-agri-opendata/images/06/0b042b66d889661e132b0112.jpg,0,16,16,High
s3://wadhwaniai-agri-opendata/images/06/0b0e0166f468fd5c7a2188bf.jpg,0,243,243,High
s3://wadhwaniai-agri-opendata/images/06/0b1d6ffe18fc42ee889cdb99.jpg,0,3,3,Medium
s3://wadhwaniai-agri-opendata/images/06/0b806c54cd4a6c91fbd34a70.jpg,0,9,9,High
s3://wadhwaniai-agri-opendata/images/06/0b94b9b46b7419b7a4e7e3da.jpg,0,116,116,High
s3://wadhwaniai-agri-opendata/images/06/0bf7b0c0184d7d2d6c605208.jpg,0,10,10,High
s3://wadhwaniai-agri-opendata/images/06/0c2c035c1a52a53fa074ded7.jpg,0,11,11,High
s3://wadhwaniai-agri-opendata/images/06/0c3c7ecedc081e28e4276e97.jpg,2,44,46,High
s3://wadhwaniai-agri-opendata/images/06/0c63ec768df1ae0e58d2f54b.jpg,1,0,1,Low
s3://wadhwaniai-agri-opendata/images/06/0cae2d958cff756c4190bb95.jpg,0,48,48,High
s3://wadhwaniai-agri-opendata/images/06/0cbc20c0b1e0536232528906.jpg,0,2,2,Low
s3://wadhwaniai-agri-opendata/images/06/0ce04b3a8809ca76e752ccac.jpg,0,22,22,High
s3://wadhwaniai-agri-opendata/images/06/0ce22e9d79b1da74ba234865.jpg,0,12,12,High
s3://wadhwaniai-agri-opendata/images/06/0cfa8ec6f91f4d85947071a5.jpg,0,23,23,High
s3://wadhwaniai-agri-opendata/images/06/0d0e5dd66ff1bc0d3935acc2.jpg,0,30,30,High
s3://wadhwaniai-agri-opendata/images/06/0d10d1ad19d9f8521bd41b75.jpg,0,5,5,Medium
s3://wadhwaniai-agri-opendata/images/06/0d209b664025af2261050b76.jpg,0,105,105,High
s3://wadhwaniai-agri-opendata/images/06/0d341ed51993d0db5fbae473.jpg,1,35,36,High
s3://wadhwaniai-agri-opendata/images/06/0d359b56769240c31f397013.jpg,0,12,12,High
s3://wadhwaniai-agri-opendata/images/06/0d76f997e2ddad72d5a34f85.jpg,0,2,2,Low
s3://wadhwaniai-agri-opendata/images/06/0d79844c54180daf9b1d9659.jpg,0,31,31,High
s3://wadhwaniai-agri-opendata/images/06/0d7f1380f88c6b165b054a19.jpg,10,2,12,High
s3://wadhwaniai-agri-opendata/images/06/0d88d8b937c75031efcc7cfb.jpg,0,12,12,High
s3://wadhwaniai-agri-opendata/images/06/0d8aeb3301fd7576183ee5ab.jpg,0,9,9,High
s3://wadhwaniai-agri-opendata/images/06/0d9d32aec67a13548de77134.jpg,0,15,15,High
s3://wadhwaniai-agri-opendata/images/06/0da2614fa0be113e67a743b5.jpg,0,2,2,Low
s3://wadhwaniai-agri-opendata/images/06/0dc41448b869791ee1cafbf4.jpg,0,1,1,Low
s3://wadhwaniai-agri-opendata/images/06/0ddfda8eb20012ce553c3c7a.jpg,0,2,2,Low
s3://wadhwaniai-agri-opendata/images/06/0e0a388763fe1c9170eeedea.jpg,1,2,3,Medium
s3://wadhwaniai-agri-opendata/images/06/0e11ca80761aeb05092b5dc4.jpg,0,18,18,High
s3://wadhwaniai-agri-opendata/images/06/0e322b08f527a86afd69a0dc.jpg,0,3,3,Medium
s3://wadhwaniai-agri-opendata/images/06/0e5e29eaac2544b6f6adc6c2.jpg,0,2,2,Low
s3://wadhwaniai-agri-opendata/images/06/0ea69f1276a43ea7550a1184.jpg,0,8,8,High
s3://wadhwaniai-agri-opendata/images/06/0ecad7f2948697c26958231a.jpg,1,0,1,Low
s3://wadhwaniai-agri-opendata/images/06/0f07ddc7384e29be43afccbf.jpg,0,4,4,Medium
s3://wadhwaniai-agri-opendata/images/06/0f2076c3fbe9dfa6b649c6ab.jpg,0,46,46,High
s3://wadhwaniai-agri-opendata/images/06/0f4725264c1c58e7888247cf.jpg,0,10,10,High
s3://wadhwaniai-agri-opendata/images/06/0f4c9f780b5435773c7836e4.jpg,0,5,5,Medium
s3://wadhwaniai-agri-opendata/images/06/0f977cfbfafae410eddeffbf.jpg,1,20,21,High
s3://wadhwaniai-agri-opendata/images/06/0fbe935e988dfdf312e55327.jpg,0,7,7,Medium
s3://wadhwaniai-agri-opendata/images/06/0fce277ddce881125b1742c7.jpg,0,35,35,High
s3://wadhwaniai-agri-opendata/images/06/0fd01195e61eb2255b8e1c5e.jpg,0,5,5,Medium
s3://wadhwaniai-agri-opendata/images/06/0ff7b430d4264c69b387413f.jpg,0,1,1,Low
s3://wadhwaniai-agri-opendata/images/06/102447233dacd59e14bed2d0.jpg,0,15,15,High
s3://wadhwaniai-agri-opendata/images/06/103a94187872b6d9e4fae8f7.jpg,8,0,8,High
s3://wadhwaniai-agri-opendata/images/06/10529ec1713bfb984bf2f5be.jpg,0,39,39,High
s3://wadhwaniai-agri-opendata/images/06/107326151aa02c887e372bad.jpg,0,4,4,Medium
s3://wadhwaniai-agri-opendata/images/06/107b5f78f6c43cb079cfacbb.jpg,0,21,21,High
s3://wadhwaniai-agri-opendata/images/06/10f75e0ca686f02f33eac871.jpg,1,0,1,Low
s3://wadhwaniai-agri-opendata/images/06/1112edb0e4f2a3db4789055e.jpg,0,52,52,High
s3://wadhwaniai-agri-opendata/images/06/1112f800304dd51171215755.jpg,0,41,41,High
s3://wadhwaniai-agri-opendata/images/06/1113982dd70c0ed4419a2d75.jpg,0,10,10,High
s3://wadhwaniai-agri-opendata/images/06/111c2af2f14b60b627b82023.jpg,0,24,24,High
s3://wadhwaniai-agri-opendata/images/06/112b7d7414919aed9461b9ff.jpg,0,733,733,High
s3://wadhwaniai-agri-opendata/images/06/11412f6a7bbaee4c192812b7.jpg,0,9,9,High
s3://wadhwaniai-agri-opendata/images/06/114ce4c468e8276ccd0e8d28.jpg,0,11,11,High
s3://wadhwaniai-agri-opendata/images/06/1153d5cc2d69648dc12867a1.jpg,0,31,31,High
s3://wadhwaniai-agri-opendata/images/06/116980035a36bbc5010470ac.jpg,0,5,5,Medium
s3://wadhwaniai-agri-opendata/images/06/117ee8d26c79c43f6333e38b.jpg,0,17,17,High
s3://wadhwaniai-agri-opendata/images/06/11ab05e349edfb033e68508f.jpg,0,18,18,High
s3://wadhwaniai-agri-opendata/images/06/11b2e60597d8186454fbb352.jpg,0,74,74,High
s3://wadhwaniai-agri-opendata/images/06/11c9b4d606ced57b8e7a3e5f.jpg,0,42,42,High
s3://wadhwaniai-agri-opendata/images/06/1200242a3aeb75bcc18fff7f.jpg,4,2,6,Medium
s3://wadhwaniai-agri-opendata/images/06/1217c54d0e6e05fd73bc5d18.jpg,0,75,75,High
s3://wadhwaniai-agri-opendata/images/06/1220b1b31b7b54d01e979c91.jpg,0,4,4,Medium
s3://wadhwaniai-agri-opendata/images/06/122ad9a0770cbf45ceb59b4e.jpg,0,14,14,High
s3://wadhwaniai-agri-opendata/images/06/122d4a426198959e0f6f0cb7.jpg,0,4,4,Medium
s3://wadhwaniai-agri-opendata/images/06/126227ef361bb6addd225f69.jpg,0,7,7,Medium
s3://wadhwaniai-agri-opendata/images/06/126397c02860353dab969cf2.jpg,0,3,3,Medium
s3://wadhwaniai-agri-opendata/images/06/1282ebee494d08e049dca9e5.jpg,0,8,8,High
s3://wadhwaniai-agri-opendata/images/06/12b54434c602be2ff98803aa.jpg,0,3,3,Medium
s3://wadhwaniai-agri-opendata/images/06/12cd096c6e5da42b61a1a926.jpg,0,14,14,High
s3://wadhwaniai-agri-opendata/images/06/12dde3cbc291e2a9b444edd0.jpg,0,2,2,Low
s3://wadhwaniai-agri-opendata/images/06/12e9512a363f8ab08b654d4d.jpg,0,13,13,High
s3://wadhwaniai-agri-opendata/images/06/13260a29cc634d9799ec67eb.jpg,0,9,9,High
s3://wadhwaniai-agri-opendata/images/06/1328a71e9c14648342c09e7a.jpg,0,172,172,High
s3://wadhwaniai-agri-opendata/images/06/1341ac14a59ce1f383137e19.jpg,0,74,74,High
s3://wadhwaniai-agri-opendata/images/06/1363bff62e616b109ccee98c.jpg,0,34,34,High
s3://wadhwaniai-agri-opendata/images/06/136b05c59ef94a1a6efc2a0f.jpg,0,137,137,High
s3://wadhwaniai-agri-opendata/images/06/1378ee3c18383f106dbdda93.jpg,0,5,5,Medium
s3://wadhwaniai-agri-opendata/images/06/138f1f7d001e32dbf8d5ed04.jpg,0,1,1,Low
s3://wadhwaniai-agri-opendata/images/06/13bb933379d9fec819dd7298.jpg,3,0,3,Medium
s3://wadhwaniai-agri-opendata/images/06/13ee4df23f69250fbd3b013a.jpg,0,18,18,High
s3://wadhwaniai-agri-opendata/images/06/13fb38203418e51445d4c361.jpg,0,49,49,High
s3://wadhwaniai-agri-opendata/images/06/140039437536a853ec818b62.jpg,0,15,15,High
s3://wadhwaniai-agri-opendata/images/06/143b2558f05172b5c2073691.jpg,0,12,12,High
s3://wadhwaniai-agri-opendata/images/06/1446c675595a8b23f1ca6c39.jpg,1,444,445,High
s3://wadhwaniai-agri-opendata/images/06/14523b5921daeed85ba84d9e.jpg,0,2,2,Low
s3://wadhwaniai-agri-opendata/images/06/1476d8adeca25c4ec5ea0f21.jpg,0,18,18,High
